k,context,next,probability
2,bu,l,0.10309278
2,bu,m,0.03092784
2,bu,n,0.05154639
2,bu,q,0.01030928
2,bu,r,0.17525773
2,bu,s,0.09278351
2,bu,t,0.24742268
2,bu,y,0.05154639
2,bu,z,0.01030928
2,bv,i,1.00000000
2,bw,</s>,0.50000000
2,bw,e,0.50000000
2,by,</s>,0.80000000
2,by,e,0.06666667
2,by,t,0.13333333
2,bz,i,1.00000000
2,ca,</s>,0.03878116
2,ca,a,0.00277008
2,ca,b,0.02216066
2,ca,c,0.00831025
2,ca,d,0.02216066
2,ca,f,0.00277008
2,ca,g,0.00554017
2,ca,i,0.00277008
2,ca,k,0.00554017
2,ca,l,0.21606648
2,ca,m,0.06371191
2,ca,n,0.11080332
2,ca,p,0.04432133
2,ca,r,0.14127424
2,ca,s,0.08587258
2,ca,t,0.19944598
2,ca,u,0.02216066
2,ca,v,0.00277008
2,ca,y,0.00277008
2,cb,</s>,0.50000000
2,cb,s,0.50000000
2,cc,</s>,0.06349206
2,cc,a,0.07936508
2,cc,d,0.01587302
2,cc,e,0.30158730
2,cc,i,0.04761905
2,cc,o,0.25396825
2,cc,r,0.03174603
2,cc,u,0.20634921
2,cd,</s>,0.44444444
2,cd,b,0.11111111
2,cd,n,0.11111111
2,cd,o,0.11111111
2,cd,s,0.11111111
2,cd,t,0.11111111
2,ce,</s>,0.40155440
2,ce,a,0.00259067
2,ce,d,0.06476684
2,ce,e,0.01554404
2,ce,f,0.00259067
2,ce,i,0.02331606
2,ce,l,0.05958549
2,ce,m,0.02849741
2,ce,n,0.10103627
2,ce,o,0.00259067
2,ce,p,0.04404145
2,ce,r,0.06476684
2,ce,s,0.17616580
2,ce,t,0.00777202
2,ce,u,0.00518135
2,cf,</s>,0.50000000
2,cf,r,0.50000000
2,cg,</s>,0.50000000
2,cg,i,0.50000000
2,ch,</s>,0.16025641
2,ch,a,0.25641026
2,ch,e,0.24679487
2,ch,i,0.13461538
2,ch,l,0.00320513
2,ch,m,0.01282051
2,ch,n,0.03205128
2,ch,o,0.07051282
2,ch,r,0.04807692
2,ch,t,0.00641026
2,ch,u,0.02564103
2,ch,y,0.00320513
2,ci,</s>,0.01562500
2,ci,a,0.23437500
2,ci,d,0.05208333
2,ci,e,0.10416667
2,ci,f,0.04687500
2,ci,g,0.01041667
2,ci,i,0.00520833
2,ci,l,0.03125000
2,ci,m,0.00520833
2,ci,n,0.12500000
2,ci,o,0.03125000
2,ci,p,0.10416667
2,ci,r,0.04687500
2,ci,s,0.05729167
2,ci,t,0.10416667
2,ci,u,0.00520833
2,ci,v,0.02083333
2,cj,</s>,1.00000000
2,ck,</s>,0.35616438
2,ck,a,0.02739726
2,ck,b,0.02054795
2,ck,e,0.19863014
2,ck,g,0.01369863
2,ck,h,0.00684932
2,ck,i,0.08219178
2,ck,j,0.00684932
2,ck,l,0.03424658
2,ck,n,0.02739726
2,ck,o,0.00684932
2,ck,r,0.00684932
2,ck,s,0.15753425
2,ck,t,0.00684932
2,ck,u,0.01369863
2,ck,y,0.03424658
2,cl,</s>,0.01600000
2,cl,a,0.20000000
2,cl,c,0.00800000
2,cl,e,0.27200000
2,cl,i,0.16000000
2,cl,o,0.17600000
2,cl,u,0.16000000
2,cl,y,0.00800000
2,cm,</s>,0.66666667
2,cm,s,0.33333333
2,cn,</s>,0.20000000
2,cn,e,0.40000000
2,cn,i,0.20000000
2,cn,n,0.20000000
2,co,</s>,0.01913043
2,co,a,0.01739130
2,co,b,0.00173913
2,co,c,0.00173913
2,co,d,0.01043478
2,co,f,0.00173913
2,co,g,0.00869565
2,co,h,0.00347826
2,co,i,0.00347826
2,co,l,0.08521739
2,co,m,0.24000000
2,co,n,0.33565217
2,co,o,0.03130435
2,co,p,0.02260870
2,co,r,0.08521739
2,co,s,0.01739130
2,co,t,0.01217391
2,co,u,0.07478261
2,co,v,0.02260870
2,co,w,0.00521739
2,cp,</s>,0.66666667
2,cp,u,0.33333333
2,cq,</s>,0.20000000
2,cq,u,0.80000000
2,cr,</s>,0.01550388
2,cr,a,0.13178295
2,cr,e,0.37209302
2,cr,i,0.25581395
2,cr,m,0.00775194
2,cr,o,0.13178295
2,cr,u,0.05426357
2,cr,y,0.03100775
2,cs,</s>,0.87804878
2,cs,i,0.02439024
2,cs,o,0.02439024
2,cs,s,0.04878049
2,cs,t,0.02439024
2,ct,</s>,0.16776316
2,ct,a,0.00986842
2,ct,e,0.10197368
2,ct,i,0.41118421
2,ct,l,0.01644737
2,ct,o,0.11842105
2,ct,r,0.03618421
2,ct,s,0.06907895
2,ct,u,0.06907895
2,cu,</s>,0.00877193
2,cu,a,0.00877193
2,cu,b,0.04385965
2,cu,e,0.00877193
2,cu,i,0.02631579
2,cu,l,0.22807018
2,cu,m,0.06140351
2,cu,p,0.05263158
2,cu,r,0.23684211
2,cu,s,0.20175439
2,cu,t,0.11403509
2,cu,u,0.00877193
2,cv,</s>,0.50000000
2,cv,s,0.50000000
2,cw,</s>,1.00000000
2,cy,</s>,0.68571429
2,cy,b,0.02857143
2,cy,c,0.22857143
2,cy,l,0.02857143
2,cy,p,0.02857143
2,cz,</s>,0.50000000
2,cz,e,0.50000000
2,da,</s>,0.13013699
2,da,b,0.01369863
2,da,d,0.02739726
2,da,g,0.00684932
2,da,h,0.00684932
2,da,i,0.02739726
2,da,k,0.01369863
2,da,l,0.04109589
2,da,m,0.07534247
2,da,n,0.12328767
2,da,p,0.04794521
2,da,q,0.00684932
2,da,r,0.10273973
2,da,s,0.02739726
2,da,t,0.18493151
2,da,u,0.01369863
2,da,v,0.02739726
2,da,w,0.00684932
2,da,y,0.11643836
2,db,</s>,0.16666667
2,db,a,0.50000000
2,db,e,0.16666667
2,db,o,0.16666667
2,dc,</s>,0.14285714
2,dc,a,0.71428571
2,dc,o,0.14285714
2,dd,</s>,0.11111111
2,dd,a,0.02777778
2,dd,e,0.22222222
2,dd,i,0.30555556
2,dd,l,0.05555556
2,dd,r,0.13888889
2,dd,s,0.05555556
2,dd,y,0.08333333
2,de,</s>,0.11088296
2,de,a,0.03696099
2,de,b,0.01232033
2,de,c,0.04312115
2,de,d,0.06570842
2,de,e,0.01848049
2,de,f,0.03901437
2,de,g,0.00410678
2,de,l,0.05544148
2,de,m,0.04517454
2,de,n,0.12936345
2,de,o,0.00410678
2,de,p,0.04106776
2,de,q,0.00205339
2,de,r,0.19917864
2,de,s,0.11498973
2,de,t,0.02874743
2,de,u,0.00616016
2,de,v,0.03696099
2,de,x,0.00616016
2,df,</s>,0.50000000
2,df,o,0.50000000
2,dg,</s>,0.03846154
2,dg,a,0.03846154
2,dg,e,0.84615385
2,dg,i,0.03846154
2,dg,m,0.03846154
2,dh,</s>,0.20000000
2,dh,e,0.60000000
2,dh,o,0.20000000
2,di,</s>,0.01400560
2,di,a,0.10644258
2,di,b,0.00280112
2,di,c,0.08963585
2,di,d,0.01120448
2,di,e,0.05602241
2,di,f,0.04761905
2,di,g,0.01400560
2,di,l,0.00560224
2,di,m,0.01120448
2,di,n,0.20448179
2,di,o,0.01680672
2,di,p,0.00840336
2,di,r,0.03921569
2,di,s,0.20728291
2,di,t,0.09523810
2,di,u,0.01120448
2,di,v,0.05322129
2,di,x,0.00280112
2,di,y,0.00280112
2,dj,</s>,0.14285714
2,dj,a,0.14285714
2,dj,u,0.71428571
2,dk,</s>,1.00000000
2,dl,</s>,0.03225806
2,dl,a,0.09677419
2,dl,e,0.48387097
2,dl,i,0.19354839
2,dl,y,0.19354839
2,dm,</s>,0.06666667
2,dm,a,0.06666667
2,dm,e,0.13333333
2,dm,i,0.66666667
2,dm,o,0.06666667
2,dn,a,0.22222222
2,dn,e,0.55555556
2,dn,i,0.11111111
2,dn,s,0.11111111
2,do,</s>,0.05405405
2,do,b,0.00900901
2,do,c,0.09909910
2,do,d,0.01801802
2,do,e,0.01801802
2,do,g,0.01801802
2,do,i,0.00900901
2,do,l,0.07207207
2,do,m,0.09909910
2,do,n,0.18918919
2,do,o,0.05405405
2,do,p,0.02702703
2,do,r,0.07207207
2,do,s,0.04504505
2,do,t,0.00900901
2,do,u,0.05405405
2,do,v,0.01801802
2,do,w,0.11711712
2,do,z,0.01801802
2,dp,</s>,0.40000000
2,dp,h,0.20000000
2,dp,i,0.20000000
2,dp,r,0.20000000
2,dq,u,1.00000000
2,dr,</s>,0.02816901
2,dr,a,0.25352113
2,dr,e,0.26760563
2,dr,i,0.21126761
2,dr,o,0.12676056
2,dr,u,0.07042254
2,dr,y,0.04225352
2,ds,</s>,0.89565217
2,ds,a,0.00869565
2,ds,c,0.02608696
2,ds,e,0.00869565
2,ds,h,0.00869565
2,ds,l,0.01739130
2,ds,o,0.03478261
2,dt,</s>,0.44444444
2,dt,h,0.22222222
2,dt,r,0.11111111
2,dt,s,0.11111111
2,dt,v,0.11111111
2,du,</s>,0.02352941
2,du,a,0.11764706
2,du,b,0.02352941
2,du,c,0.45882353
2,du,d,0.01176471
2,du,e,0.01176471
2,du,i,0.01176471
2,du,k,0.01176471
2,du,l,0.10588235
2,du,m,0.02352941
2,du,n,0.01176471
2,du,o,0.01176471
2,du,p,0.01176471
2,du,r,0.08235294
2,du,s,0.04705882
2,du,t,0.03529412
2,dv,</s>,0.03571429
2,dv,a,0.21428571
2,dv,d,0.07142857
2,dv,e,0.35714286
2,dv,i,0.25000000
2,dv,o,0.07142857
2,dw,a,0.54545455
2,dw,e,0.09090909
2,dw,i,0.27272727
2,dw,o,0.09090909
2,dx,</s>,1.00000000
2,dy,</s>,0.84848485
2,dy,i,0.06060606
2,dy,l,0.03030303
2,dy,n,0.06060606
2,ea,</s>,0.02680965
2,ea,c,0.04825737
2,ea,d,0.11260054
2,ea,f,0.01072386
2,ea,g,0.01608579
2,ea,h,0.00268097
2,ea,k,0.03217158
2,ea,l,0.09919571
2,ea,m,0.02949062
2,ea,n,0.06702413
2,ea,p,0.01608579
2,ea,r,0.17962466
2,ea,s,0.15281501
2,ea,t,0.17426273
2,ea,u,0.01340483
2,ea,v,0.01876676
2,eb,</s>,0.06250000
2,eb,a,0.12500000
2,eb,c,0.06250000
2,eb,e,0.06250000
2,eb,i,0.02083333
2,eb,l,0.04166667
2,eb,m,0.04166667
2,eb,o,0.16666667
2,eb,p,0.02083333
2,eb,r,0.16666667
2,eb,s,0.12500000
2,eb,t,0.02083333
2,eb,u,0.04166667
2,eb,y,0.04166667
2,ec,</s>,0.02795031
2,ec,a,0.02484472
2,ec,c,0.00310559
2,ec,d,0.00310559
2,ec,e,0.07142857
2,ec,h,0.06832298
2,ec,i,0.11490683
2,ec,k,0.02795031
2,ec,l,0.01863354
2,ec,o,0.12111801
2,ec,r,0.03105590
2,ec,s,0.00310559
2,ec,t,0.43478261
2,ec,u,0.04658385
2,ec,y,0.00310559
2,ed,</s>,0.82189781
2,ed,a,0.00291971
2,ed,b,0.00145985
2,ed,d,0.00875912
2,ed,e,0.01167883
2,ed,f,0.00145985
2,ed,g,0.01167883
2,ed,h,0.00145985
2,ed,i,0.07591241
2,ed,l,0.00291971
2,ed,m,0.00145985
2,ed,n,0.00145985
2,ed,o,0.00291971
2,ed,r,0.00437956
2,ed,s,0.01605839
2,ed,t,0.00145985
2,ed,u,0.02335766
2,ed,w,0.00291971
2,ed,y,0.00583942
2,ee,</s>,0.14285714
2,ee,b,0.00571429
2,ee,c,0.02285714
2,ee,d,0.16571429
2,ee,e,0.00571429
2,ee,f,0.01142857
2,ee,i,0.01142857
2,ee,k,0.07428571
2,ee,l,0.06285714
2,ee,m,0.04000000
2,ee,n,0.14285714
2,ee,p,0.06285714
2,ee,r,0.08571429
2,ee,s,0.06285714
2,ee,t,0.08571429
2,ee,v,0.00571429
2,ee,w,0.00571429
2,ee,z,0.00571429
2,ef,</s>,0.11702128
2,ef,a,0.01063830
2,ef,e,0.23404255
2,ef,f,0.14893617
2,ef,i,0.19148936
2,ef,l,0.06382979
2,ef,o,0.05319149
2,ef,r,0.02127660
2,ef,s,0.02127660
2,ef,t,0.02127660
2,ef,u,0.11702128
2,eg,</s>,0.06382979
2,eg,a,0.20212766
2,eg,e,0.13829787
2,eg,g,0.03191489
2,eg,i,0.22340426
2,eg,m,0.02127660
2,eg,n,0.02127660
2,eg,o,0.07446809
2,eg,r,0.09574468
2,eg,s,0.02127660
2,eg,u,0.07446809
2,eg,y,0.03191489
2,eh,</s>,0.05555556
2,eh,a,0.33333333
2,eh,e,0.05555556
2,eh,i,0.16666667
2,eh,o,0.33333333
2,eh,u,0.05555556
2,ei,</s>,0.02272727
2,ei,c,0.02272727
2,ei,d,0.02272727
2,ei,g,0.29545455
2,ei,j,0.02272727
2,ei,l,0.06818182
2,ei,m,0.02272727
2,ei,n,0.20454545
2,ei,p,0.02272727
2,ei,r,0.04545455
2,ei,s,0.02272727
2,ei,t,0.06818182
2,ei,v,0.15909091
2,ej,e,1.00000000
2,ek,</s>,0.43750000
2,ek,e,0.25000000
2,ek,i,0.12500000
2,ek,l,0.06250000
2,ek,s,0.12500000
2,el,</s>,0.14441417
2,el,a,0.08446866
2,el,b,0.00272480
2,el,c,0.00272480
2,el,d,0.04087193
2,el,e,0.15803815
2,el,f,0.02452316
2,el,g,0.00272480
2,el,h,0.00272480
2,el,i,0.10899183
2,el,k,0.00544959
2,el,l,0.14986376
2,el,m,0.00272480
2,el,o,0.05177112
2,el,p,0.01634877
2,el,r,0.00272480
2,el,s,0.05994550
2,el,t,0.01907357
2,el,u,0.00272480
2,el,v,0.01362398
2,el,y,0.10354223
2,em,</s>,0.09417040
2,em,a,0.12107623
2,em,b,0.07174888
2,em,e,0.31390135
2,em,i,0.09865471
2,em,m,0.00448430
2,em,o,0.11659193
2,em,p,0.13452915
2,em,s,0.03139013
2,em,y,0.01345291
2,en,</s>,0.10926366
2,en,a,0.02375297
2,en,b,0.00118765
2,en,c,0.09382423
2,en,d,0.10095012
2,en,e,0.05344418
2,en,f,0.00118765
2,en,g,0.03087886
2,en,h,0.00712589
2,en,i,0.02850356
2,en,j,0.00475059
2,en,l,0.00356295
2,en,m,0.00118765
2,en,n,0.01900238
2,en,o,0.00950119
2,en,q,0.00237530
2,en,r,0.00593824
2,en,s,0.07719715
2,en,t,0.40617577
2,en,u,0.00950119
2,en,v,0.00593824
2,en,y,0.00237530
2,en,z,0.00237530
2,eo,</s>,0.21052632
2,eo,f,0.05263158
2,eo,g,0.07894737
2,eo,l,0.07894737
2,eo,m,0.02631579
2,eo,n,0.18421053
2,eo,p,0.05263158
2,eo,r,0.15789474
2,eo,s,0.05263158
2,eo,u,0.07894737
2,eo,v,0.02631579
2,ep,</s>,0.08000000
2,ep,a,0.15200000
2,ep,e,0.08800000
2,ep,h,0.05600000
2,ep,i,0.04800000
2,ep,l,0.09600000
2,ep,o,0.08000000
2,ep,p,0.00800000
2,ep,r,0.13600000
2,ep,s,0.03200000
2,ep,t,0.17600000
2,ep,u,0.04800000
2,eq,</s>,0.05555556
2,eq,u,0.94444444
2,er,</s>,0.33543165
2,er,a,0.06294964
2,er,b,0.00989209
2,er,c,0.01708633
2,er,d,0.00539568
2,er,e,0.05935252
2,er,f,0.01438849
2,er,g,0.00899281
2,er,h,0.00179856
2,er,i,0.07374101
2,er,k,0.00179856
2,er,l,0.00989209
2,er,m,0.02517986
2,er,n,0.03327338
2,er,o,0.01169065
2,er,p,0.00809353
2,er,q,0.00089928
2,er,r,0.02967626
2,er,s,0.18705036
2,er,t,0.04316547
2,er,u,0.00269784
2,er,v,0.03237410
2,er,w,0.00269784
2,er,y,0.02158273
2,er,z,0.00089928
2,es,</s>,0.57234727
2,es,a,0.00321543
2,es,b,0.00214362
2,es,c,0.01714898
2,es,d,0.00214362
2,es,e,0.04072883
2,es,h,0.00857449
2,es,i,0.03108253
2,es,k,0.00321543
2,es,l,0.00214362
2,es,m,0.00107181
2,es,o,0.01071811
2,es,p,0.02679528
2,es,s,0.12540193
2,es,t,0.14469453
2,es,u,0.00750268
2,es,y,0.00107181
2,et,</s>,0.25724638
2,et,a,0.09782609
2,et,b,0.00362319
2,et,c,0.00724638
2,et,e,0.14492754
2,et,h,0.05797101
2,et,i,0.12681159
2,et,n,0.00724638
2,et,o,0.01086957
2,et,p,0.00362319
2,et,r,0.05072464
2,et,s,0.09057971
2,et,t,0.09057971
2,et,u,0.02173913
2,et,w,0.01449275
2,et,y,0.01449275
2,eu,</s>,0.07407407
2,eu,e,0.03703704
2,eu,g,0.03703704
2,eu,m,0.11111111
2,eu,n,0.03703704
2,eu,p,0.03703704
2,eu,r,0.37037037
2,eu,t,0.29629630
2,ev,</s>,0.03333333
2,ev,a,0.14166667
2,ev,e,0.55000000
2,ev,i,0.20833333
2,ev,o,0.04166667
2,ev,r,0.00833333
2,ev,y,0.01666667
2,ew,</s>,0.21917808
2,ew,a,0.16438356
2,ew,b,0.01369863
2,ew,c,0.01369863
2,ew,e,0.15068493
2,ew,f,0.01369863
2,ew,h,0.04109589
2,ew,i,0.12328767
2,ew,l,0.02739726
2,ew,m,0.01369863
2,ew,o,0.02739726
2,ew,p,0.02739726
2,ew,s,0.15068493
2,ew,t,0.01369863
2,ex,</s>,0.07142857
2,ex,a,0.08928571
2,ex,c,0.13690476
2,ex,e,0.07142857
2,ex,h,0.02976190
2,ex,i,0.07142857
2,ex,m,0.00595238
2,ex,o,0.00595238
2,ex,p,0.30952381
2,ex,t,0.16666667
2,ex,u,0.04166667
2,ey,</s>,0.68888889
2,ey,b,0.06666667
2,ey,e,0.08888889
2,ey,n,0.02222222
2,ey,o,0.02222222
2,ey,s,0.06666667
2,ey,w,0.04444444
2,ez,</s>,0.50000000
2,ez,e,0.25000000
2,ez,u,0.25000000
2,fa,</s>,0.01980198
2,fa,b,0.02970297
2,fa,c,0.24752475
2,fa,i,0.12871287
2,fa,k,0.00990099
2,fa,l,0.05940594
2,fa,m,0.04950495
2,fa,n,0.07920792
2,fa,q,0.01980198
2,fa,r,0.10891089
2,fa,s,0.06930693
2,fa,t,0.05940594
2,fa,u,0.01980198
2,fa,v,0.06930693
2,fa,x,0.01980198
2,fa,y,0.00990099
2,fb,i,1.00000000
2,fc,</s>,0.66666667
2,fc,c,0.33333333
2,fd,</s>,0.50000000
2,fd,a,0.50000000
2,fe,</s>,0.06611570
2,fe,a,0.06611570
2,fe,b,0.01652893
2,fe,c,0.13223140
2,fe,d,0.03305785
2,fe,e,0.09917355
2,fe,l,0.04132231
2,fe,m,0.01652893
2,fe,n,0.06611570
2,fe,o,0.00826446
2,fe,r,0.34710744
2,fe,s,0.05785124
2,fe,t,0.02479339
2,fe,v,0.00826446
2,fe,w,0.01652893
2,ff,</s>,0.14473684
2,ff,a,0.05263158
2,ff,e,0.38157895
2,ff,i,0.30263158
2,ff,l,0.01315789
2,ff,o,0.05263158
2,ff,r,0.01315789
2,ff,s,0.03947368
2,fg,</s>,0.50000000
2,fg,h,0.50000000
2,fi,</s>,0.01047120
2,fi,b,0.01047120
2,fi,c,0.23036649
2,fi,d,0.02094241
2,fi,e,0.11518325
2,fi,f,0.01570681
2,fi,g,0.07329843
2,fi,j,0.00523560
2,fi,l,0.10471204
2,fi,n,0.21989529
2,fi,o,0.00523560
2,fi,r,0.07329843
2,fi,s,0.03141361
2,fi,t,0.05235602
2,fi,v,0.00523560
2,fi,x,0.02617801
2,fl,</s>,0.03333333
2,fl,a,0.15000000
2,fl,e,0.18333333
2,fl,i,0.11666667
2,fl,o,0.31666667
2,fl,u,0.11666667
2,fl,y,0.08333333
2,fm,</s>,1.00000000
2,fo,</s>,0.01587302
2,fo,a,0.00793651
2,fo,c,0.03968254
2,fo,g,0.00793651
2,fo,l,0.09523810
2,fo,n,0.01587302
2,fo,o,0.07142857
2,fo,r,0.61111111
2,fo,s,0.01587302
2,fo,t,0.01587302
2,fo,u,0.08730159
2,fo,x,0.01587302
2,fp,</s>,1.00000000
2,fr,</s>,0.03225806
2,fr,a,0.32258065
2,fr,e,0.30645161
2,fr,i,0.19354839
2,fr,o,0.11290323
2,fr,u,0.03225806
2,fs,</s>,0.66666667
2,fs,e,0.16666667
2,fs,h,0.16666667
2,ft,</s>,0.56666667
2,ft,b,0.03333333
2,ft,e,0.20000000
2,ft,h,0.03333333
2,ft,p,0.03333333
2,ft,s,0.06666667
2,ft,w,0.03333333
2,ft,y,0.03333333
2,fu,</s>,0.01694915
2,fu,e,0.01694915
2,fu,g,0.01694915
2,fu,j,0.03389831
2,fu,l,0.32203390
2,fu,m,0.01694915
2,fu,n,0.30508475
2,fu,r,0.13559322
2,fu,s,0.08474576
2,fu,t,0.03389831
2,fu,z,0.01694915
2,fw,</s>,0.50000000
2,fw,d,0.50000000
2,fx,</s>,1.00000000
2,fy,</s>,0.81818182
2,fy,i,0.18181818
2,ga,</s>,0.04918033
2,ga,b,0.00819672
2,ga,c,0.00819672
2,ga,d,0.00819672
2,ga,e,0.00819672
2,ga,g,0.06557377
2,ga,i,0.05737705
2,ga,l,0.07377049
2,ga,m,0.05737705
2,ga,n,0.16393443
2,ga,p,0.02459016
2,ga,r,0.20491803
2,ga,s,0.03278689
2,ga,t,0.18032787
2,ga,u,0.00819672
2,ga,v,0.00819672
2,ga,y,0.01639344
2,ga,z,0.02459016
2,gb,</s>,0.25000000
2,gb,a,0.25000000
2,gb,p,0.25000000
2,gb,y,0.25000000
2,gc,</s>,0.50000000
2,gc,c,0.50000000
2,gd,</s>,0.33333333
2,gd,o,0.33333333
2,gd,p,0.33333333
2,ge,</s>,0.30291971
2,ge,a,0.00364964
2,ge,b,0.00364964
2,ge,d,0.05109489
2,ge,e,0.00729927
2,ge,l,0.02554745
2,ge,m,0.02919708
2,ge,n,0.17883212
2,ge,o,0.04379562
2,ge,r,0.16423358
2,ge,s,0.13503650
2,ge,t,0.05474453
2,gf,i,0.50000000
2,gf,u,0.50000000
2,gg,</s>,0.08695652
2,gg,a,0.08695652
2,gg,e,0.56521739
2,gg,i,0.08695652
2,gg,l,0.04347826
2,gg,r,0.08695652
2,gg,s,0.04347826
2,gh,</s>,0.14285714
2,gh,a,0.04761905
2,gh,b,0.02857143
2,gh,d,0.00952381
2,gh,e,0.02857143
2,gh,i,0.00952381
2,gh,l,0.06666667
2,gh,o,0.01904762
2,gh,s,0.00952381
2,gh,t,0.60952381
2,gh,w,0.01904762
2,gh,z,0.00952381
2,gi,</s>,0.01960784
2,gi,a,0.03921569
2,gi,b,0.03921569
2,gi,c,0.10784314
2,gi,d,0.00980392
2,gi,e,0.02941176
2,gi,f,0.02941176
2,gi,g,0.00980392
2,gi,l,0.00980392
2,gi,m,0.00980392
2,gi,n,0.40196078
2,gi,o,0.05882353
2,gi,r,0.02941176
2,gi,s,0.09803922
2,gi,t,0.04901961
2,gi,u,0.00980392
2,gi,v,0.04901961
2,gk,o,1.00000000
2,gl,</s>,0.03030303
2,gl,a,0.27272727
2,gl,e,0.33333333
2,gl,i,0.03030303
2,gl,o,0.18181818
2,gl,u,0.03030303
2,gl,y,0.12121212
2,gm,</s>,0.12500000
2,gm,a,0.12500000
2,gm,b,0.12500000
2,gm,c,0.12500000
2,gm,e,0.37500000
2,gm,t,0.12500000
2,gn,</s>,0.12000000
2,gn,a,0.16000000
2,gn,e,0.22000000
2,gn,i,0.24000000
2,gn,m,0.06000000
2,gn,o,0.10000000
2,gn,s,0.06000000
2,gn,u,0.04000000
2,go,</s>,0.16666667
2,go,a,0.05000000
2,go,d,0.01666667
2,go,e,0.01666667
2,go,i,0.03333333
2,go,l,0.08333333
2,go,m,0.01666667
2,go,n,0.08333333
2,go,o,0.05000000
2,go,r,0.13333333
2,go,s,0.06666667
2,go,t,0.15000000
2,go,u,0.01666667
2,go,v,0.10000000
2,go,w,0.01666667
2,gp,</s>,0.60000000
2,gp,l,0.20000000
2,gp,s,0.20000000
2,gr,</s>,0.00757576
2,gr,a,0.54545455
2,gr,e,0.25000000
2,gr,i,0.05303030
2,gr,o,0.12878788
2,gr,y,0.01515152
2,gs,</s>,0.91935484
2,gs,m,0.01612903
2,gs,t,0.06451613
2,gt,</s>,0.06666667
2,gt,h,0.33333333
2,gt,k,0.06666667
2,gt,o,0.53333333
2,gu,a,0.22058824
2,gu,e,0.20588235
2,gu,i,0.19117647
2,gu,l,0.11764706
2,gu,m,0.02941176
2,gu,n,0.04411765
2,gu,r,0.13235294
2,gu,s,0.01470588
2,gu,y,0.04411765
2,gy,</s>,0.86956522
2,gy,m,0.04347826
2,gy,p,0.08695652
2,gz,i,1.00000000
2,ha,</s>,0.02049180
2,ha,b,0.02049180
2,ha,c,0.00819672
2,ha,d,0.02459016
2,ha,e,0.00409836
2,ha,f,0.00409836
2,ha,i,0.04508197
2,ha,k,0.01229508
2,ha,l,0.05327869
2,ha,m,0.08606557
2,ha,n,0.22950820
2,ha,o,0.00409836
2,ha,p,0.05327869
2,ha,r,0.27459016
2,ha,s,0.04508197
2,ha,t,0.04508197
2,ha,u,0.00409836
2,ha,v,0.02868852
2,ha,w,0.01639344
2,ha,y,0.00819672
